"","slice","avgAC","subj","hemi","roi"
"1258",10,44737.4169034091,165436,"R","CA1"
"1259",11,44694.6135817308,165436,"R","CA1"
"1260",12,44648.8927734375,165436,"R","CA1"
"1261",13,43355.8737571023,165436,"R","CA1"
"1262",14,42020.2311789773,165436,"R","CA1"
"1263",15,38537.53515625,165436,"R","CA1"
"1264",16,37095.7212357955,165436,"R","CA1"
"1265",17,46059.2836216518,165436,"R","CA1"
"1266",18,41171.38984375,165436,"R","CA1"
"1267",19,35333.9166962595,165436,"R","CA1"
"1268",20,36628.5324641047,165436,"R","CA1"
"1269",21,35691.5556030273,165436,"R","CA1"
"1270",22,36462.693359375,165436,"R","CA1"
"1271",23,31917.830078125,165436,"R","CA1"
"1272",1,22628.757421875,165436,"R","CA4DG"
"1273",2,31446.4946289062,165436,"R","CA4DG"
"1274",3,29984.8171875,165436,"R","CA4DG"
"1275",4,28484.3333333333,165436,"R","CA4DG"
"1276",5,41979.3950195312,165436,"R","CA4DG"
"1277",6,45818.849609375,165436,"R","CA4DG"
"1278",7,37152.7973632812,165436,"R","CA4DG"
"1279",8,48499.98515625,165436,"R","CA4DG"
"1280",9,53277.779296875,165436,"R","CA4DG"
"1281",10,35997.626953125,165436,"R","CA4DG"
"1282",11,39648.27734375,165436,"R","CA4DG"
"1283",12,33051.6809895833,165436,"R","CA4DG"
"1284",13,31050.0514322917,165436,"R","CA4DG"
"1285",14,42207.8271484375,165436,"R","CA4DG"
"1286",15,43298.6511418269,165436,"R","CA4DG"
"1287",16,43559.1352539062,165436,"R","CA4DG"
"1288",17,34388.953125,165436,"R","CA4DG"
"1289",1,38385.390625,165436,"R","CA2CA3"
"1290",2,30731.0569010417,165436,"R","CA2CA3"
"1291",3,22444.8345424107,165436,"R","CA2CA3"
"1292",4,20678.8440755208,165436,"R","CA2CA3"
"1293",5,28233.283203125,165436,"R","CA2CA3"
"1294",6,33114.5693359375,165436,"R","CA2CA3"
"1295",7,31086.8375651042,165436,"R","CA2CA3"
"1296",8,32737.53125,165436,"R","CA2CA3"
"1297",9,35657.33203125,165436,"R","CA2CA3"
"1298",10,47236.70703125,165436,"R","CA2CA3"
"1299",11,31494.2216796875,165436,"R","CA2CA3"
"1300",12,31859.3447265625,165436,"R","CA2CA3"
"1301",13,31266.4848632812,165436,"R","CA2CA3"
"1302",14,40744.1529947917,165436,"R","CA2CA3"
"1303",15,40884.6772460938,165436,"R","CA2CA3"
"1304",16,40966.9048295455,165436,"R","CA2CA3"
"1305",17,43905.0033203125,165436,"R","CA2CA3"
"1306",18,36951.0217285156,165436,"R","CA2CA3"
"1307",19,41445.85546875,165436,"R","CA2CA3"
"1308",20,49718.2265625,165436,"R","CA2CA3"
"1309",1,22629.6227213542,165436,"R","subiculum"
"1310",2,29021.0791015625,165436,"R","subiculum"
"1311",3,33423.443359375,165436,"R","subiculum"
"1312",4,36130.551171875,165436,"R","subiculum"
"1313",5,37834.494140625,165436,"R","subiculum"
"1314",6,35581.3569878472,165436,"R","subiculum"
"1315",7,34149.6401367188,165436,"R","subiculum"
"1316",8,39147.6158854167,165436,"R","subiculum"
"1317",9,34463.5166015625,165436,"R","subiculum"
"1318",10,28036.8947753906,165436,"R","subiculum"
"1319",11,37625.0632324219,165436,"R","subiculum"
"1320",12,46204.528125,165436,"R","subiculum"
"1321",13,48655.8973214286,165436,"R","subiculum"
"1322",14,41180.3173828125,165436,"R","subiculum"
"1323",15,56431.142578125,165436,"R","subiculum"
"1324",16,49774.38671875,165436,"R","subiculum"
"1325",17,43955.0270996094,165436,"R","subiculum"
"1326",18,41968.6155894886,165436,"R","subiculum"
"1327",19,39146.8082682292,165436,"R","subiculum"
"1328",20,33092.1666165865,165436,"R","subiculum"
"1329",21,34383.7892578125,165436,"R","subiculum"
"1330",1,20492.8612196181,165436,"R","SRLM"
"1331",2,29456.6733940972,165436,"R","SRLM"
"1332",3,31145.7249348958,165436,"R","SRLM"
"1333",4,33784.7815290179,165436,"R","SRLM"
"1334",5,35754.0499441964,165436,"R","SRLM"
"1335",6,38681.0930989583,165436,"R","SRLM"
"1336",7,44815.0234375,165436,"R","SRLM"
"1337",8,43731.671875,165436,"R","SRLM"
"1338",9,45293.390625,165436,"R","SRLM"
"1339",10,42543.4227120536,165436,"R","SRLM"
"1340",11,38937.3588169643,165436,"R","SRLM"
"1341",12,39655.775390625,165436,"R","SRLM"
"1342",13,40328.0139508929,165436,"R","SRLM"
"1343",14,44242.1089409722,165436,"R","SRLM"
"1344",15,40275.2885044643,165436,"R","SRLM"
"1345",16,39907.23515625,165436,"R","SRLM"
"1346",17,38523.5183919271,165436,"R","SRLM"
"1347",18,36116.0935479526,165436,"R","SRLM"
"1348",19,38134.6824544271,165436,"R","SRLM"
"1349",20,40386.0441706731,165436,"R","SRLM"
"1350",21,41728.809765625,165436,"R","SRLM"
"1351",1,31868.1176382212,167440,"L","CA1"
"1352",2,27018.4318181818,167440,"L","CA1"
"1353",3,30633.779203869,167440,"L","CA1"
"1354",4,27011.2064144737,167440,"L","CA1"
"1355",5,26161.0184326172,167440,"L","CA1"
"1356",6,24916.1682291667,167440,"L","CA1"
"1357",7,26842.5359700521,167440,"L","CA1"
"1358",8,29919.4544270833,167440,"L","CA1"
"1359",9,32171.9227764423,167440,"L","CA1"
"1360",10,34973.1357421875,167440,"L","CA1"
"1361",11,29070.9217247596,167440,"L","CA1"
"1362",12,35238.1169921875,167440,"L","CA1"
"1363",13,33247.2843017578,167440,"L","CA1"
"1364",14,34153.8891927083,167440,"L","CA1"
"1365",15,30573.0589192708,167440,"L","CA1"
"1366",16,31081.4197998047,167440,"L","CA1"
"1367",17,30564.8446377841,167440,"L","CA1"
"1368",18,25584.2449396307,167440,"L","CA1"
"1369",19,24636.6929552802,167440,"L","CA1"
"1370",20,24287.6442057292,167440,"L","CA1"
"1371",21,25657.8219105114,167440,"L","CA1"
"1372",1,30982.1419270833,167440,"L","CA4DG"
"1373",2,31205.0390625,167440,"L","CA4DG"
"1374",3,28951.2174479167,167440,"L","CA4DG"
"1375",4,33643.5576171875,167440,"L","CA4DG"
"1376",5,27481.263671875,167440,"L","CA4DG"
"1377",6,27795.341015625,167440,"L","CA4DG"
"1378",7,27382.0703125,167440,"L","CA4DG"
"1379",8,22989.6357421875,167440,"L","CA4DG"
"1380",9,31532.666015625,167440,"L","CA4DG"
"1381",10,31048.7864583333,167440,"L","CA4DG"
"1382",11,28297.4576822917,167440,"L","CA4DG"
"1383",12,26071.5416666667,167440,"L","CA4DG"
"1384",13,28029.2797851562,167440,"L","CA4DG"
"1385",14,28346.4815755208,167440,"L","CA4DG"
"1386",15,26217.16484375,167440,"L","CA4DG"
"1387",16,24860.7197265625,167440,"L","CA4DG"
"1388",1,40214.8251953125,167440,"L","CA2CA3"
"1389",2,39676.1901424632,167440,"L","CA2CA3"
"1390",3,41513.4498291016,167440,"L","CA2CA3"
"1391",4,34249.9036458333,167440,"L","CA2CA3"
"1392",5,30147.4321986607,167440,"L","CA2CA3"
"1393",6,30808.0846354167,167440,"L","CA2CA3"
"1394",7,31544.97421875,167440,"L","CA2CA3"
"1395",8,30350.433203125,167440,"L","CA2CA3"
"1396",9,31690.815234375,167440,"L","CA2CA3"
"1397",10,23403.99765625,167440,"L","CA2CA3"
"1398",11,24271.641796875,167440,"L","CA2CA3"
"1399",12,30727.0734375,167440,"L","CA2CA3"
"1400",13,27595.3232421875,167440,"L","CA2CA3"
"1401",14,34928.9147949219,167440,"L","CA2CA3"
"1402",15,34470.0101376488,167440,"L","CA2CA3"
"1403",16,32023.1281866776,167440,"L","CA2CA3"
"1404",17,29002.43359375,167440,"L","CA2CA3"
"1405",18,26828.998046875,167440,"L","CA2CA3"
"1406",1,47288.5393880208,167440,"L","subiculum"
"1407",2,56053.8354048295,167440,"L","subiculum"
"1408",3,30397.5578613281,167440,"L","subiculum"
"1409",4,36641.9145507812,167440,"L","subiculum"
"1410",5,37196.2810546875,167440,"L","subiculum"
"1411",6,31004.9676846591,167440,"L","subiculum"
"1412",7,34602.5262586806,167440,"L","subiculum"
"1413",8,32490.7905815972,167440,"L","subiculum"
"1414",9,30528.8455078125,167440,"L","subiculum"
"1415",10,28546.9650878906,167440,"L","subiculum"
"1416",11,29693.8667534722,167440,"L","subiculum"
"1417",12,27787.53671875,167440,"L","subiculum"
"1418",13,25337.328125,167440,"L","subiculum"
"1419",14,21813.0864257812,167440,"L","subiculum"
"1420",15,20941.5168805804,167440,"L","subiculum"
"1421",16,25473.3848876953,167440,"L","subiculum"
"1422",17,24047.2431640625,167440,"L","subiculum"
"1423",18,23744.1335320724,167440,"L","subiculum"
"1424",19,25389.5647536058,167440,"L","subiculum"
"1425",1,39475.2936197917,167440,"L","SRLM"
"1426",2,35125.415625,167440,"L","SRLM"
"1427",3,33283.7430013021,167440,"L","SRLM"
"1428",4,31179.527734375,167440,"L","SRLM"
"1429",5,31346.7456054688,167440,"L","SRLM"
"1430",6,25462.0714285714,167440,"L","SRLM"
"1431",7,26574.7315848214,167440,"L","SRLM"
"1432",8,25038.5200892857,167440,"L","SRLM"
"1433",9,27882.426953125,167440,"L","SRLM"
"1434",10,29424.396875,167440,"L","SRLM"
"1435",11,32072.1105957031,167440,"L","SRLM"
"1436",12,33947.1831054688,167440,"L","SRLM"
"1437",13,34434.7034505208,167440,"L","SRLM"
"1438",14,26753.4510091146,167440,"L","SRLM"
"1439",15,25776.9551478795,167440,"L","SRLM"
"1440",16,26250.4056640625,167440,"L","SRLM"
"1441",17,23329.1578450521,167440,"L","SRLM"
"1442",18,19993.8596540179,167440,"L","SRLM"
"1443",19,21349.69921875,167440,"L","SRLM"
"1444",1,30230.4359375,167440,"R","CA1"
"1445",2,28896.647578125,167440,"R","CA1"
"1446",3,28875.4518952546,167440,"R","CA1"
"1447",4,26396.5403320313,167440,"R","CA1"
"1448",5,24374.1017456055,167440,"R","CA1"
"1449",6,20987.0684344952,167440,"R","CA1"
"1450",7,18590.9241286058,167440,"R","CA1"
"1451",8,24842.2556966146,167440,"R","CA1"
"1452",9,24153.9691840278,167440,"R","CA1"
"1453",10,25997.2739257812,167440,"R","CA1"
"1454",11,22833.6175130208,167440,"R","CA1"
"1455",12,25561.900390625,167440,"R","CA1"
"1456",13,23550.9254261364,167440,"R","CA1"
"1457",14,31522.5483774038,167440,"R","CA1"
"1458",15,36441.013671875,167440,"R","CA1"
"1459",16,42040.7566236413,167440,"R","CA1"
"1460",17,33622.78515625,167440,"R","CA1"
"1461",18,37256.4887084961,167440,"R","CA1"
"1462",19,33803.2074424342,167440,"R","CA1"
"1463",20,32727.0059267241,167440,"R","CA1"
"1464",21,39968.515625,167440,"R","CA1"
"1465",1,35298.9970703125,167440,"R","CA4DG"
"1466",2,29753.103515625,167440,"R","CA4DG"
"1467",3,22412.4207589286,167440,"R","CA4DG"
"1468",4,20855.253515625,167440,"R","CA4DG"
"1469",5,20577.8118489583,167440,"R","CA4DG"
"1470",6,19735.4045410156,167440,"R","CA4DG"
"1471",7,22761.30078125,167440,"R","CA4DG"
"1472",8,25084.1421875,167440,"R","CA4DG"
"1473",9,29953.8274739583,167440,"R","CA4DG"
"1474",10,30159.5786132812,167440,"R","CA4DG"
"1475",11,34657.2884114583,167440,"R","CA4DG"
"1476",12,25682.150390625,167440,"R","CA4DG"
"1477",13,33203.148828125,167440,"R","CA4DG"
"1478",14,33666.8665364583,167440,"R","CA4DG"
"1479",15,34953.6609375,167440,"R","CA4DG"
"1480",16,29582.638671875,167440,"R","CA4DG"
"1481",1,38032.857421875,167440,"R","CA2CA3"
"1482",2,33700.556640625,167440,"R","CA2CA3"
"1483",3,38516.3588867188,167440,"R","CA2CA3"
"1484",4,25266.6357421875,167440,"R","CA2CA3"
"1485",5,17380.8950195312,167440,"R","CA2CA3"
"1486",6,23754.662109375,167440,"R","CA2CA3"
"1487",7,22348.185546875,167440,"R","CA2CA3"
"1488",8,23260.32421875,167440,"R","CA2CA3"
"1489",9,25232.326171875,167440,"R","CA2CA3"
"1490",10,26819.0143229167,167440,"R","CA2CA3"
"1491",11,29404.390625,167440,"R","CA2CA3"
"1492",12,33451.9282226562,167440,"R","CA2CA3"
"1493",13,51328.84453125,167440,"R","CA2CA3"
"1494",14,43235.73046875,167440,"R","CA2CA3"
"1495",15,40283.1295572917,167440,"R","CA2CA3"
"1496",16,32992.4655330882,167440,"R","CA2CA3"
"1497",17,37525.1500651042,167440,"R","CA2CA3"
"1498",18,34481.3203125,167440,"R","CA2CA3"
"1499",1,22540.095703125,167440,"R","subiculum"
"1500",2,27377.3433159722,167440,"R","subiculum"
"1501",3,33679.2654079861,167440,"R","subiculum"
"1502",4,36740.2439236111,167440,"R","subiculum"
"1503",5,33327.8117404514,167440,"R","subiculum"
"1504",6,30830.7248046875,167440,"R","subiculum"
"1505",7,34980.3421875,167440,"R","subiculum"
"1506",8,36318.51484375,167440,"R","subiculum"
"1507",9,37235.7098214286,167440,"R","subiculum"
"1508",10,37642.9331597222,167440,"R","subiculum"
"1509",11,39233.3036024306,167440,"R","subiculum"
"1510",12,41412.2854352679,167440,"R","subiculum"
"1511",13,39894.1302083333,167440,"R","subiculum"
"1512",14,34733.9287109375,167440,"R","subiculum"
"1513",15,40005.7195870536,167440,"R","subiculum"
"1514",16,45029.4858398438,167440,"R","subiculum"
"1515",17,44841.8180338542,167440,"R","subiculum"
"1516",18,47566.7859604779,167440,"R","subiculum"
"1517",19,45216.5975534539,167440,"R","subiculum"
"1518",20,39635.935546875,167440,"R","subiculum"
"1519",1,31888.6193847656,167440,"R","SRLM"
"1520",2,31888.8175048828,167440,"R","SRLM"
"1521",3,25919.8064778646,167440,"R","SRLM"
"1522",4,24774.0961914062,167440,"R","SRLM"
"1523",5,22245.970703125,167440,"R","SRLM"
"1524",6,20114.9386393229,167440,"R","SRLM"
"1525",7,26106.2845052083,167440,"R","SRLM"
"1526",8,24071.640625,167440,"R","SRLM"
"1527",9,34699.26640625,167440,"R","SRLM"
"1528",10,34683.5463867188,167440,"R","SRLM"
"1529",11,30619.3655133929,167440,"R","SRLM"
"1530",12,33437.6138671875,167440,"R","SRLM"
"1531",13,39582.7966796875,167440,"R","SRLM"
"1532",14,33158.6225585938,167440,"R","SRLM"
"1533",15,45059.0359604779,167440,"R","SRLM"
"1534",16,39231.2353153935,167440,"R","SRLM"
"1535",17,36120.8822798295,167440,"R","SRLM"
"1536",18,34290.0274286685,167440,"R","SRLM"
"1537",19,42211.1413574219,167440,"R","SRLM"
"1538",1,32732.7026367188,177140,"L","CA1"
"1539",2,30625.6068564967,177140,"L","CA1"
"1540",3,32086.7592773438,177140,"L","CA1"
"1541",4,30842.78125,177140,"L","CA1"
"1542",5,26007.4696691176,177140,"L","CA1"
"1543",6,23961.1305588942,177140,"L","CA1"
"1544",7,28375.3497242647,177140,"L","CA1"
"1545",8,32402.7690429688,177140,"L","CA1"
"1546",9,25677.490234375,177140,"L","CA1"
"1547",10,28409.8204627404,177140,"L","CA1"
"1548",11,29960.3716145833,177140,"L","CA1"
"1549",12,25419.9801432292,177140,"L","CA1"
"1550",13,28669.7266927083,177140,"L","CA1"
"1551",14,26918.9779411765,177140,"L","CA1"
"1552",15,27876.0977711397,177140,"L","CA1"
"1553",16,27711.6186035156,177140,"L","CA1"
"1554",17,32333.3129882812,177140,"L","CA1"
"1555",18,37648.1649305556,177140,"L","CA1"
"1556",19,32612.9227864583,177140,"L","CA1"
"1557",20,33302.8502887228,177140,"L","CA1"
"1558",21,33619.026872306,177140,"L","CA1"
"1559",22,41831.698046875,177140,"L","CA1"
"1560",23,44939.1993582589,177140,"L","CA1"
"1561",24,47401.1046006944,177140,"L","CA1"
"1562",1,43872.7384440104,177140,"L","CA4DG"
"1563",2,39608.0126953125,177140,"L","CA4DG"
"1564",3,36899.9731445312,177140,"L","CA4DG"
"1565",4,32926.223828125,177140,"L","CA4DG"
"1566",5,26701.1508789062,177140,"L","CA4DG"
"1567",6,27094.3334960938,177140,"L","CA4DG"
"1568",7,24035.765625,177140,"L","CA4DG"
"1569",8,35688.6087239583,177140,"L","CA4DG"
"1570",9,42834.077734375,177140,"L","CA4DG"
"1571",10,33895.1142578125,177140,"L","CA4DG"
"1572",11,32052.91796875,177140,"L","CA4DG"
"1573",12,31958.4991629464,177140,"L","CA4DG"
"1574",13,27311.2936197917,177140,"L","CA4DG"
"1575",14,29791.885172526,177140,"L","CA4DG"
"1576",15,31478.0072631836,177140,"L","CA4DG"
"1577",16,35835.6225260417,177140,"L","CA4DG"
"1578",17,40731.90078125,177140,"L","CA4DG"
"1579",1,36237.5711914062,177140,"L","CA2CA3"
"1580",2,37105.0440429688,177140,"L","CA2CA3"
"1581",3,32017.271484375,177140,"L","CA2CA3"
"1582",4,36117.7901475694,177140,"L","CA2CA3"
"1583",5,29861.6267089844,177140,"L","CA2CA3"
"1584",6,29067.3296875,177140,"L","CA2CA3"
"1585",7,28615.4192708333,177140,"L","CA2CA3"
"1586",8,37033.5073242188,177140,"L","CA2CA3"
"1587",9,39424.887890625,177140,"L","CA2CA3"
"1588",10,33101.7229352679,177140,"L","CA2CA3"
"1589",11,36396.150390625,177140,"L","CA2CA3"
"1590",12,33612.4365234375,177140,"L","CA2CA3"
"1591",13,36409.6844308036,177140,"L","CA2CA3"
"1592",14,31273.2907714844,177140,"L","CA2CA3"
"1593",15,49054.7453835227,177140,"L","CA2CA3"
"1594",16,45138.4542100694,177140,"L","CA2CA3"
"1595",17,28765.9854561942,177140,"L","CA2CA3"
"1596",18,31576.2156110491,177140,"L","CA2CA3"
"1597",19,27053.517578125,177140,"L","CA2CA3"
"1598",1,48577.0322265625,177140,"L","subiculum"
"1599",2,42980.7125355114,177140,"L","subiculum"
"1600",3,46855.452734375,177140,"L","subiculum"
"1601",4,45556.5258246528,177140,"L","subiculum"
"1602",5,35575.05234375,177140,"L","subiculum"
"1603",6,35139.2880859375,177140,"L","subiculum"
"1604",7,34858.6255326705,177140,"L","subiculum"
"1605",8,31171.56171875,177140,"L","subiculum"
"1606",9,35836.9048828125,177140,"L","subiculum"
"1607",10,34046.4172585227,177140,"L","subiculum"
"1608",11,42969.5421875,177140,"L","subiculum"
"1609",12,64034.4079861111,177140,"L","subiculum"
"1610",13,64857.5505022321,177140,"L","subiculum"
"1611",14,70934.14140625,177140,"L","subiculum"
"1612",15,71370.1020507812,177140,"L","subiculum"
"1613",16,43900.212890625,177140,"L","subiculum"
"1614",17,47492.0009765625,177140,"L","subiculum"
"1615",18,59674.0412760417,177140,"L","subiculum"
"1616",19,49867.1030273438,177140,"L","subiculum"
"1617",20,59874.7588975694,177140,"L","subiculum"
"1618",21,37245.5680338542,177140,"L","subiculum"
"1619",1,26562.4892578125,177140,"L","SRLM"
"1620",2,37017.9430803571,177140,"L","SRLM"
"1621",3,40818.3696289062,177140,"L","SRLM"
"1622",4,35412.43671875,177140,"L","SRLM"
"1623",5,29796.6284877232,177140,"L","SRLM"
"1624",6,29769.7601996528,177140,"L","SRLM"
"1625",7,37402.7450086806,177140,"L","SRLM"
"1626",8,29304.1794921875,177140,"L","SRLM"
"1627",9,24254.9916294643,177140,"L","SRLM"
"1628",10,28480.9411272321,177140,"L","SRLM"
"1629",11,31692.9792480469,177140,"L","SRLM"
"1630",12,26891.7227957589,177140,"L","SRLM"
"1631",13,26994.3250868056,177140,"L","SRLM"
"1632",14,28460.2855902778,177140,"L","SRLM"
"1633",15,35792.1763822115,177140,"L","SRLM"
"1634",16,30196.4948730469,177140,"L","SRLM"
"1635",17,34954.3575721154,177140,"L","SRLM"
"1636",18,39583.5481085526,177140,"L","SRLM"
"1637",19,40464.5146484375,177140,"L","SRLM"
"1638",20,47760.5141601562,177140,"L","SRLM"
"1639",21,50732.7921006944,177140,"L","SRLM"
"1640",22,44719.7594401042,177140,"L","SRLM"
"1641",1,51591.3728027344,177140,"R","CA1"
"1642",2,39046.0240319293,177140,"R","CA1"
"1643",3,49499.740705819,177140,"R","CA1"
"1644",4,47990.7302911932,177140,"R","CA1"
"1645",5,34420.1147135417,177140,"R","CA1"
"1646",6,33513.4440104167,177140,"R","CA1"
"1647",7,28803.5231370192,177140,"R","CA1"
"1648",8,32196.3851207386,177140,"R","CA1"
"1649",9,28615.4390980114,177140,"R","CA1"
"1650",10,27638.8544921875,177140,"R","CA1"
"1651",11,26007.2047230114,177140,"R","CA1"
"1652",12,26031.9440696023,177140,"R","CA1"
"1653",13,31286.0784040179,177140,"R","CA1"
"1654",14,31519.5073242188,177140,"R","CA1"
"1655",15,32277.5445556641,177140,"R","CA1"
"1656",16,45717.9211774554,177140,"R","CA1"
"1657",17,40461.4165581597,177140,"R","CA1"
"1658",18,49236.9736793155,177140,"R","CA1"
"1659",19,44013.4113420759,177140,"R","CA1"
"1660",20,55670.9719238281,177140,"R","CA1"
"1661",21,45304.162109375,177140,"R","CA1"
"1662",22,47109.1565193966,177140,"R","CA1"
"1663",23,48525.7927246094,177140,"R","CA1"
"1664",24,55418.4760044643,177140,"R","CA1"
"1665",1,49555.7600911458,177140,"R","CA4DG"
"1666",2,44820.5997314453,177140,"R","CA4DG"
"1667",3,52966.12109375,177140,"R","CA4DG"
"1668",4,40739.1470424107,177140,"R","CA4DG"
"1669",5,37261.1383928571,177140,"R","CA4DG"
"1670",6,51889.021875,177140,"R","CA4DG"
"1671",7,36736.0397135417,177140,"R","CA4DG"
"1672",8,39190.3557942708,177140,"R","CA4DG"
"1673",9,42979.9947916667,177140,"R","CA4DG"
"1674",10,39739.4877232143,177140,"R","CA4DG"
"1675",11,26404.4622395833,177140,"R","CA4DG"
"1676",12,25125.5318080357,177140,"R","CA4DG"
"1677",13,23474.8225097656,177140,"R","CA4DG"
"1678",14,33948.2641601562,177140,"R","CA4DG"
"1679",15,25968.6000976562,177140,"R","CA4DG"
"1680",16,35530.1189903846,177140,"R","CA4DG"
"1681",17,45957.7734375,177140,"R","CA4DG"
"1682",18,63326.2482421875,177140,"R","CA4DG"
"1683",1,36585.9528459821,177140,"R","CA2CA3"
"1684",2,41280.9729817708,177140,"R","CA2CA3"
"1685",3,53846.9887408088,177140,"R","CA2CA3"
"1686",4,51821.894921875,177140,"R","CA2CA3"
"1687",5,51659.78125,177140,"R","CA2CA3"
"1688",6,46857.56796875,177140,"R","CA2CA3"
"1689",7,41380.0734375,177140,"R","CA2CA3"
"1690",8,32996.9716796875,177140,"R","CA2CA3"
"1691",9,66372.115234375,177140,"R","CA2CA3"
"1692",10,48911.1627604167,177140,"R","CA2CA3"
"1693",11,46302.564453125,177140,"R","CA2CA3"
"1694",12,30157.876953125,177140,"R","CA2CA3"
"1695",13,41672.9189453125,177140,"R","CA2CA3"
"1696",14,24946.8872070312,177140,"R","CA2CA3"
"1697",15,28681.8934461806,177140,"R","CA2CA3"
"1698",16,31710.4858685662,177140,"R","CA2CA3"
"1699",17,38237.5889485677,177140,"R","CA2CA3"
"1700",18,44993.1964432566,177140,"R","CA2CA3"
"1701",19,39041.3888888889,177140,"R","CA2CA3"
"1702",20,41221.48828125,177140,"R","CA2CA3"
"1703",1,46749.1234809028,177140,"R","subiculum"
"1704",2,39012.6427556818,177140,"R","subiculum"
"1705",3,43238.8197798295,177140,"R","subiculum"
"1706",4,37464.1747159091,177140,"R","subiculum"
"1707",5,42660.123046875,177140,"R","subiculum"
"1708",6,34620.0157877604,177140,"R","subiculum"
"1709",7,35863.7523082386,177140,"R","subiculum"
"1710",8,35177.1625434028,177140,"R","subiculum"
"1711",9,44573.31171875,177140,"R","subiculum"
"1712",10,34148.7876790365,177140,"R","subiculum"
"1713",11,32223.2749399038,177140,"R","subiculum"
"1714",12,25357.7023654514,177140,"R","subiculum"
"1715",13,28721.90703125,177140,"R","subiculum"
"1716",14,38859.0771484375,177140,"R","subiculum"
"1717",15,28285.6627604167,177140,"R","subiculum"
"1718",16,43895.2197265625,177140,"R","subiculum"
"1719",17,61579.193359375,177140,"R","subiculum"
"1720",18,66184.2935267857,177140,"R","subiculum"
"1721",19,52814.9771205357,177140,"R","subiculum"
"1722",20,65596.8260216346,177140,"R","subiculum"
"1723",21,49668.1369977679,177140,"R","subiculum"
"1724",22,37828.66796875,177140,"R","subiculum"
"1725",1,47073.6710611979,177140,"R","SRLM"
"1726",2,44322.0858154297,177140,"R","SRLM"
"1727",3,45332.412109375,177140,"R","SRLM"
"1728",4,40457.3334960938,177140,"R","SRLM"
"1729",5,43371.4371744792,177140,"R","SRLM"
"1730",6,38285.5627441406,177140,"R","SRLM"
"1731",7,34799.0083007812,177140,"R","SRLM"
"1732",8,33308.3225097656,177140,"R","SRLM"
"1733",9,28455.3268229167,177140,"R","SRLM"
"1734",10,37532.4348958333,177140,"R","SRLM"
"1735",11,32899.1395089286,177140,"R","SRLM"
"1736",12,31735.4236111111,177140,"R","SRLM"
"1737",13,30676.1844618056,177140,"R","SRLM"
"1738",14,33738.4694010417,177140,"R","SRLM"
"1739",15,28797.1369977679,177140,"R","SRLM"
"1740",16,33482.0166015625,177140,"R","SRLM"
"1741",17,40164.5743582589,177140,"R","SRLM"
"1742",18,44548.3538602941,177140,"R","SRLM"
"1743",19,46182.4356142241,177140,"R","SRLM"
"1744",20,54126.2551269531,177140,"R","SRLM"
"1745",21,57622.9158653846,177140,"R","SRLM"
"1746",22,44289.361328125,177140,"R","SRLM"
"1747",1,26931.23828125,180533,"L","CA1"
"1748",2,35152.9883897569,180533,"L","CA1"
"1749",3,32153.1666666667,180533,"L","CA1"
"1750",4,29199.1319010417,180533,"L","CA1"
"1751",5,27218.6298828125,180533,"L","CA1"
"1752",6,31071.0726207386,180533,"L","CA1"
"1753",7,29427.0648082386,180533,"L","CA1"
"1754",8,22598.1909179688,180533,"L","CA1"
"1755",9,25449.4189453125,180533,"L","CA1"
"1756",10,25553.2904575893,180533,"L","CA1"
"1757",11,23822.5118963068,180533,"L","CA1"
"1758",12,27509.0291193182,180533,"L","CA1"
"1759",13,27697.2600911458,180533,"L","CA1"
"1760",14,31106.1183894231,180533,"L","CA1"
"1761",15,28996.2125355114,180533,"L","CA1"
"1762",16,28023.525390625,180533,"L","CA1"
"1763",17,26850.6229858398,180533,"L","CA1"
"1764",18,24811.9935396635,180533,"L","CA1"
"1765",19,22794.4368722098,180533,"L","CA1"
"1766",20,23912.1319247159,180533,"L","CA1"
"1767",1,36389.052734375,180533,"L","CA4DG"
"1768",2,73975.41796875,180533,"L","CA4DG"
"1769",3,65227.7294921875,180533,"L","CA4DG"
"1770",4,58761.3173828125,180533,"L","CA4DG"
"1771",5,75971.6513671875,180533,"L","CA4DG"
"1772",6,38551.810546875,180533,"L","CA4DG"
"1773",7,41151.6078125,180533,"L","CA4DG"
"1774",8,35399.0891927083,180533,"L","CA4DG"
"1775",9,29478.4340820312,180533,"L","CA4DG"
"1776",10,36406.901171875,180533,"L","CA4DG"
"1777",11,46562.4026692708,180533,"L","CA4DG"
"1778",12,37686.556640625,180533,"L","CA4DG"
"1779",13,36281.8347439236,180533,"L","CA4DG"
"1780",14,33459.5051491477,180533,"L","CA4DG"
"1781",15,29475.1031605114,180533,"L","CA4DG"
"1782",16,28024.5234375,180533,"L","CA4DG"
"1783",1,22421.2389322917,180533,"L","CA2CA3"
"1784",2,28368.4359580592,180533,"L","CA2CA3"
"1785",3,29506.7989309211,180533,"L","CA2CA3"
"1786",4,35510.316015625,180533,"L","CA2CA3"
"1787",5,34874.6398925781,180533,"L","CA2CA3"
"1788",6,31350.8069661458,180533,"L","CA2CA3"
"1789",7,51363.4983723958,180533,"L","CA2CA3"
"1790",8,54455.791015625,180533,"L","CA2CA3"
"1791",9,40328.3917410714,180533,"L","CA2CA3"
"1792",10,45318.5100446429,180533,"L","CA2CA3"
"1793",11,42591.0805121528,180533,"L","CA2CA3"
