"","slice","avgAC","subj","hemi","roi"
"549",4,31379.83203125,146735,"L","SRLM"
"550",5,26174.2547679228,146735,"L","SRLM"
"551",6,25451.5741102431,146735,"L","SRLM"
"552",7,26049.5550255409,146735,"L","SRLM"
"553",8,21470.5472881611,146735,"L","SRLM"
"554",9,19569.2727457682,146735,"L","SRLM"
"555",10,19935.5357931386,146735,"L","SRLM"
"556",11,23689.4733615451,146735,"L","SRLM"
"557",12,23307.7184709821,146735,"L","SRLM"
"558",1,24637.99921875,146735,"R","CA1"
"559",2,27844.4437304687,146735,"R","CA1"
"560",3,22820.5712139423,146735,"R","CA1"
"561",4,24774.1867431641,146735,"R","CA1"
"562",5,28041.3902994792,146735,"R","CA1"
"563",6,30738.7903941761,146735,"R","CA1"
"564",7,33056.1021205357,146735,"R","CA1"
"565",8,30647.4719632056,146735,"R","CA1"
"566",9,35077.3202148437,146735,"R","CA1"
"567",10,39881.1600260417,146735,"R","CA1"
"568",11,49129.0609975962,146735,"R","CA1"
"569",12,50255.62890625,146735,"R","CA1"
"570",13,44681.53203125,146735,"R","CA1"
"571",1,33395.61671875,146735,"R","CA4DG"
"572",2,33438.1512192235,146735,"R","CA4DG"
"573",3,34140.2463142641,146735,"R","CA4DG"
"574",4,29441.6398737981,146735,"R","CA4DG"
"575",5,28186.7620442708,146735,"R","CA4DG"
"576",6,33233.3125,146735,"R","CA4DG"
"577",7,37748.9384765625,146735,"R","CA4DG"
"578",1,30350.109375,146735,"R","CA2CA3"
"579",2,27004.3233642578,146735,"R","CA2CA3"
"580",3,32416.427734375,146735,"R","CA2CA3"
"581",4,40692.7252887228,146735,"R","CA2CA3"
"582",5,40305.5546875,146735,"R","CA2CA3"
"583",6,35219.4217354911,146735,"R","CA2CA3"
"584",7,48362.6298828125,146735,"R","CA2CA3"
"585",8,66786.421875,146735,"R","CA2CA3"
"586",9,52166.3991887019,146735,"R","CA2CA3"
"587",10,50891.5724283854,146735,"R","CA2CA3"
"588",11,32910.123828125,146735,"R","CA2CA3"
"589",12,45410.2109375,146735,"R","CA2CA3"
"590",1,35474.221484375,146735,"R","subiculum"
"591",2,44490.6506204044,146735,"R","subiculum"
"592",3,39224.0205078125,146735,"R","subiculum"
"593",4,39970.1654237689,146735,"R","subiculum"
"594",5,42690.9641927083,146735,"R","subiculum"
"595",6,43768.8862680288,146735,"R","subiculum"
"596",7,40475.1392299107,146735,"R","subiculum"
"597",8,45797.470703125,146735,"R","subiculum"
"598",1,30491.099609375,146735,"R","SRLM"
"599",2,28819.7826224662,146735,"R","SRLM"
"600",3,28553.845703125,146735,"R","SRLM"
"601",4,28604.5306829637,146735,"R","SRLM"
"602",5,32874.1090698242,146735,"R","SRLM"
"603",6,34511.6041015625,146735,"R","SRLM"
"604",7,31195.1356445312,146735,"R","SRLM"
"605",8,34180.1535644531,146735,"R","SRLM"
"606",9,38418.2079427083,146735,"R","SRLM"
"607",10,43101.8269856771,146735,"R","SRLM"
"608",11,38782.3370535714,146735,"R","SRLM"
"609",12,36662.6315104167,146735,"R","SRLM"
"610",1,30550.7368164062,165436,"L","CA1"
"611",2,27723.77734375,165436,"L","CA1"
"612",3,26193.6577148438,165436,"L","CA1"
"613",4,23373.5,165436,"L","CA1"
"614",5,22667.5951450893,165436,"L","CA1"
"615",6,23423.2401041667,165436,"L","CA1"
"616",7,24237.1138583097,165436,"L","CA1"
"617",8,25604.1589626736,165436,"L","CA1"
"618",9,28660.9369140625,165436,"L","CA1"
"619",10,25865.1526367188,165436,"L","CA1"
"620",11,27960.5127981086,165436,"L","CA1"
"621",12,31510.6312373992,165436,"L","CA1"
"622",1,28823.3515625,165436,"L","CA4DG"
"623",2,21697.8927734375,165436,"L","CA4DG"
"624",3,25941.8767903646,165436,"L","CA4DG"
"625",4,24038.9207589286,165436,"L","CA4DG"
"626",5,24888.1926491477,165436,"L","CA4DG"
"627",6,36805.37109375,165436,"L","CA4DG"
"628",7,29540.4142020089,165436,"L","CA4DG"
"629",8,33691.138671875,165436,"L","CA4DG"
"630",1,22465.8681640625,165436,"L","CA2CA3"
"631",2,32832.75234375,165436,"L","CA2CA3"
"632",3,28445.856640625,165436,"L","CA2CA3"
"633",4,29059.9451904297,165436,"L","CA2CA3"
"634",5,28345.7469815341,165436,"L","CA2CA3"
"635",6,30152.9736328125,165436,"L","CA2CA3"
"636",7,32931.4716796875,165436,"L","CA2CA3"
"637",8,31294.0230034722,165436,"L","CA2CA3"
"638",9,36702.478046875,165436,"L","CA2CA3"
"639",10,33835.5153166118,165436,"L","CA2CA3"
"640",11,35601.9543678977,165436,"L","CA2CA3"
"641",12,31621.5247395833,165436,"L","CA2CA3"
"642",1,40303.28125,165436,"L","subiculum"
"643",2,34853.5301339286,165436,"L","subiculum"
"644",3,29892.5723544034,165436,"L","subiculum"
"645",4,28521.5224184783,165436,"L","subiculum"
"646",5,35222.3542410714,165436,"L","subiculum"
"647",6,36338.448843149,165436,"L","subiculum"
"648",7,41550.7459077381,165436,"L","subiculum"
"649",8,34956.8182291667,165436,"L","subiculum"
"650",1,31218.8795572917,165436,"L","SRLM"
"651",2,31097.8975497159,165436,"L","SRLM"
"652",3,29981.1126708984,165436,"L","SRLM"
"653",4,32695.0284352022,165436,"L","SRLM"
"654",5,31118.803125,165436,"L","SRLM"
"655",6,29687.5188476563,165436,"L","SRLM"
"656",7,25990.3877626616,165436,"L","SRLM"
"657",8,29648.5123948317,165436,"L","SRLM"
"658",9,28977.885,165436,"L","SRLM"
"659",10,27471.1082763672,165436,"L","SRLM"
"660",11,36504.1076171875,165436,"L","SRLM"
"661",1,41140.4203993056,165436,"R","CA1"
"662",2,35643.2155645461,165436,"R","CA1"
"663",3,36822.5812011719,165436,"R","CA1"
"664",4,36375.114758003,165436,"R","CA1"
"665",5,35711.9653677591,165436,"R","CA1"
"666",6,36729.8151542468,165436,"R","CA1"
"667",7,37165.9521484375,165436,"R","CA1"
"668",8,32842.3367332176,165436,"R","CA1"
"669",9,32090.7920496324,165436,"R","CA1"
"670",10,31737.0362723214,165436,"R","CA1"
"671",11,35817.5337890625,165436,"R","CA1"
"672",12,38963.568359375,165436,"R","CA1"
"673",13,45032.359375,165436,"R","CA1"
"674",1,41621.1335449219,165436,"R","CA4DG"
"675",2,39546.761875,165436,"R","CA4DG"
"676",3,35803.8018152573,165436,"R","CA4DG"
"677",4,41206.5763494318,165436,"R","CA4DG"
"678",5,40481.3138020833,165436,"R","CA4DG"
"679",6,36918.921875,165436,"R","CA4DG"
"680",7,29350.33203125,165436,"R","CA4DG"
"681",1,35352.806640625,165436,"R","CA2CA3"
"682",2,35210.3520220588,165436,"R","CA2CA3"
"683",3,31029.2171630859,165436,"R","CA2CA3"
"684",4,26451.3814453125,165436,"R","CA2CA3"
"685",5,33467.3224431818,165436,"R","CA2CA3"
"686",6,39008.80625,165436,"R","CA2CA3"
"687",7,38595.841796875,165436,"R","CA2CA3"
"688",8,39125.1107271635,165436,"R","CA2CA3"
"689",9,37438.5870361328,165436,"R","CA2CA3"
"690",10,37090.9457465278,165436,"R","CA2CA3"
"691",11,27381.1474609375,165436,"R","CA2CA3"
"692",1,44236.1015625,165436,"R","subiculum"
"693",2,38488.0069754464,165436,"R","subiculum"
"694",3,43989.9165296053,165436,"R","subiculum"
"695",4,36942.8774088542,165436,"R","subiculum"
"696",5,35539.8813733553,165436,"R","subiculum"
"697",6,35929.2720788043,165436,"R","subiculum"
"698",7,38138.0157335069,165436,"R","subiculum"
"699",8,38766.9990234375,165436,"R","subiculum"
"700",9,40904.841796875,165436,"R","subiculum"
"701",1,38712.1931573276,165436,"R","SRLM"
"702",2,38632.5389811198,165436,"R","SRLM"
"703",3,36877.0705378606,165436,"R","SRLM"
"704",4,35512.6937081473,165436,"R","SRLM"
"705",5,37309.0777064732,165436,"R","SRLM"
"706",6,40377.4151320685,165436,"R","SRLM"
"707",7,39190.0432771382,165436,"R","SRLM"
"708",8,40294.7220052083,165436,"R","SRLM"
"709",9,38505.6865885417,165436,"R","SRLM"
"710",10,33684.3764648438,165436,"R","SRLM"
"711",11,33806.1927083333,165436,"R","SRLM"
"712",1,28100.7583007812,167440,"L","CA1"
"713",2,27914.9299665179,167440,"L","CA1"
"714",3,33238.7898763021,167440,"L","CA1"
"715",4,33134.4588694853,167440,"L","CA1"
"716",5,25594.6584821429,167440,"L","CA1"
"717",6,25408.8270909926,167440,"L","CA1"
"718",7,31156.2238051471,167440,"L","CA1"
"719",8,28063.834765625,167440,"L","CA1"
"720",9,25241.1589673913,167440,"L","CA1"
"721",10,26664.06484375,167440,"L","CA1"
"722",11,26972.7158954327,167440,"L","CA1"
"723",12,27653.6144252232,167440,"L","CA1"
"724",13,29570.1449690194,167440,"L","CA1"
"725",14,29998.4234619141,167440,"L","CA1"
"726",15,31803.4451069079,167440,"L","CA1"
"727",16,31423.4561631944,167440,"L","CA1"
"728",1,39566.1328125,167440,"L","CA4DG"
"729",2,31446.5859375,167440,"L","CA4DG"
"730",3,21933.70703125,167440,"L","CA4DG"
"731",4,31390.8234375,167440,"L","CA4DG"
"732",5,29695.8404017857,167440,"L","CA4DG"
"733",6,31512.3004261364,167440,"L","CA4DG"
"734",7,28232.8627485795,167440,"L","CA4DG"
"735",8,26889.1977539062,167440,"L","CA4DG"
"736",9,24825.0577799479,167440,"L","CA4DG"
"737",10,25556.2463378906,167440,"L","CA4DG"
"738",1,81802.1865234375,167440,"L","CA2CA3"
"739",2,42175.030078125,167440,"L","CA2CA3"
"740",3,34973.7609375,167440,"L","CA2CA3"
"741",4,41280.0026041667,167440,"L","CA2CA3"
"742",5,42514.9453125,167440,"L","CA2CA3"
"743",6,35802.4936899038,167440,"L","CA2CA3"
"744",7,32535.25078125,167440,"L","CA2CA3"
"745",8,31798.20390625,167440,"L","CA2CA3"
"746",9,35910.1512044271,167440,"L","CA2CA3"
"747",10,34319.5251302083,167440,"L","CA2CA3"
"748",11,30102.4926060268,167440,"L","CA2CA3"
"749",12,30130.0365885417,167440,"L","CA2CA3"
"750",13,28822.6807105655,167440,"L","CA2CA3"
"751",14,31412.298046875,167440,"L","CA2CA3"
"752",15,26722.1354980469,167440,"L","CA2CA3"
"753",16,34666.6171875,167440,"L","CA2CA3"
"754",1,89209.1296875,167440,"L","subiculum"
"755",2,42560.4323381696,167440,"L","subiculum"
"756",3,30006.0852539063,167440,"L","subiculum"
"757",4,25477.5582853618,167440,"L","subiculum"
"758",5,29121.4078311012,167440,"L","subiculum"
"759",6,28333.6821001838,167440,"L","subiculum"
"760",7,26163.7208478009,167440,"L","subiculum"
"761",8,27282.6489045516,167440,"L","subiculum"
"762",9,28146.3732638889,167440,"L","subiculum"
"763",10,27834.9117647059,167440,"L","subiculum"
"764",11,31448.974609375,167440,"L","subiculum"
"765",1,48414.28515625,167440,"L","SRLM"
"766",2,41959.6966145833,167440,"L","SRLM"
"767",3,47071.3193359375,167440,"L","SRLM"
"768",4,35184.9740513393,167440,"L","SRLM"
"769",5,29939.0461647727,167440,"L","SRLM"
"770",6,25666.0260416667,167440,"L","SRLM"
"771",7,28083.7670898438,167440,"L","SRLM"
"772",8,25758.1263020833,167440,"L","SRLM"
"773",9,28347.4413213315,167440,"L","SRLM"
"774",10,26214.19859375,167440,"L","SRLM"
"775",11,24686.16890625,167440,"L","SRLM"
"776",12,25627.6057350852,167440,"L","SRLM"
"777",13,26115.7513316761,167440,"L","SRLM"
"778",14,28149.797318892,167440,"L","SRLM"
"779",15,36841.1123046875,167440,"L","SRLM"
"780",1,28190.5665457589,167440,"R","CA1"
"781",2,28926.1013039982,167440,"R","CA1"
"782",3,26597.0084838867,167440,"R","CA1"
"783",4,28783.0049641927,167440,"R","CA1"
"784",5,30367.592827691,167440,"R","CA1"
"785",6,31514.8889473157,167440,"R","CA1"
"786",7,33442.1684709821,167440,"R","CA1"
"787",8,32185.5072021484,167440,"R","CA1"
"788",9,28809.9380258413,167440,"R","CA1"
"789",10,27807.0025111607,167440,"R","CA1"
"790",11,30611.3095703125,167440,"R","CA1"
"791",12,30304.3975694444,167440,"R","CA1"
"792",13,32981.0572916667,167440,"R","CA1"
"793",14,34856.8125,167440,"R","CA1"
"794",15,37618.4091796875,167440,"R","CA1"
"795",16,38487.947265625,167440,"R","CA1"
"796",1,24332.2711588542,167440,"R","CA4DG"
"797",2,27389.7052246094,167440,"R","CA4DG"
"798",3,30936.0721628289,167440,"R","CA4DG"
"799",4,26036.5498046875,167440,"R","CA4DG"
"800",5,29454.4791165865,167440,"R","CA4DG"
"801",6,35787.4466796875,167440,"R","CA4DG"
"802",7,33879.369140625,167440,"R","CA4DG"
"803",8,34724.2861328125,167440,"R","CA4DG"
"804",9,36750.703125,167440,"R","CA4DG"
"805",1,27706.802734375,167440,"R","CA2CA3"
"806",2,30423.3053385417,167440,"R","CA2CA3"
"807",3,28595.6037597656,167440,"R","CA2CA3"
"808",4,30350.5966145833,167440,"R","CA2CA3"
"809",5,30120.8986328125,167440,"R","CA2CA3"
"810",6,34628.3647017045,167440,"R","CA2CA3"
"811",7,33535.7689985795,167440,"R","CA2CA3"
"812",8,34081.5715553977,167440,"R","CA2CA3"
"813",9,40749.9438920455,167440,"R","CA2CA3"
"814",10,40510.2463727679,167440,"R","CA2CA3"
"815",11,39445.9171549479,167440,"R","CA2CA3"
"816",12,35550.0029296875,167440,"R","CA2CA3"
"817",13,43712.75234375,167440,"R","CA2CA3"
"818",14,42089.15390625,167440,"R","CA2CA3"
"819",15,44658.986328125,167440,"R","CA2CA3"
"820",16,43807.6393229167,167440,"R","CA2CA3"
"821",1,33466.4296875,167440,"R","subiculum"
"822",2,38592.7508680556,167440,"R","subiculum"
"823",3,36206.1509114583,167440,"R","subiculum"
"824",4,37406.156080163,167440,"R","subiculum"
"825",5,39923.4503843246,167440,"R","subiculum"
"826",6,35338.5025540865,167440,"R","subiculum"
"827",7,35463.1788884943,167440,"R","subiculum"
"828",8,42321.3077566964,167440,"R","subiculum"
"829",9,44546.2157689145,167440,"R","subiculum"
"830",10,41006.58984375,167440,"R","subiculum"
"831",11,66983.1927083333,167440,"R","subiculum"
"832",1,27791.9090711806,167440,"R","SRLM"
"833",2,27921.6653320313,167440,"R","SRLM"
"834",3,28347.8022228423,167440,"R","SRLM"
"835",4,30365.9519230769,167440,"R","SRLM"
"836",5,34456.7546296296,167440,"R","SRLM"
"837",6,38757.053203125,167440,"R","SRLM"
"838",7,32902.314546131,167440,"R","SRLM"
"839",8,33149.0122931985,167440,"R","SRLM"
"840",9,35775.4552734375,167440,"R","SRLM"
"841",10,39801.2762276786,167440,"R","SRLM"
"842",11,44659.2593149038,167440,"R","SRLM"
"843",12,38419.3014322917,167440,"R","SRLM"
"844",13,35048.8375,167440,"R","SRLM"
"845",14,43603.365234375,167440,"R","SRLM"
"846",15,44472.46875,167440,"R","SRLM"
"847",1,35403.44140625,177140,"L","CA1"
"848",2,28567.81640625,177140,"L","CA1"
"849",3,38684.0552201705,177140,"L","CA1"
"850",4,38607.7795758929,177140,"L","CA1"
"851",5,39343.5534939236,177140,"L","CA1"
"852",6,35717.0850360577,177140,"L","CA1"
"853",7,35309.9275272254,177140,"L","CA1"
"854",8,35141.1998636498,177140,"L","CA1"
"855",9,30659.8311523438,177140,"L","CA1"
"856",10,32248.1622647372,177140,"L","CA1"
"857",11,30571.4192859738,177140,"L","CA1"
"858",12,29359.5262044271,177140,"L","CA1"
"859",13,25440.892890625,177140,"L","CA1"
"860",14,21328.3979048295,177140,"L","CA1"
"861",1,60189.98046875,177140,"L","CA4DG"
"862",2,36650.5924479167,177140,"L","CA4DG"
"863",3,33033.5769042969,177140,"L","CA4DG"
"864",4,51306.08671875,177140,"L","CA4DG"
"865",5,42628.607421875,177140,"L","CA4DG"
"866",6,34214.9076244213,177140,"L","CA4DG"
"867",7,30369.1379846644,177140,"L","CA4DG"
"868",8,26288.6781322338,177140,"L","CA4DG"
"869",1,39830.7290039062,177140,"L","CA2CA3"
"870",2,38481.0993303571,177140,"L","CA2CA3"
"871",3,35297.6573153409,177140,"L","CA2CA3"
"872",4,40348.4986049107,177140,"L","CA2CA3"
"873",5,49391.2233455882,177140,"L","CA2CA3"
"874",6,40083.5990513393,177140,"L","CA2CA3"
"875",7,40981.2639973958,177140,"L","CA2CA3"
"876",8,29220.6400756836,177140,"L","CA2CA3"
"877",9,30102.1598632812,177140,"L","CA2CA3"
"878",10,31939.8404947917,177140,"L","CA2CA3"
"879",11,29116.4318576389,177140,"L","CA2CA3"
"880",12,30493.4704975329,177140,"L","CA2CA3"
"881",13,47631.5640625,177140,"L","CA2CA3"
"882",1,86150,177140,"L","subiculum"
"883",2,62620.734765625,177140,"L","subiculum"
"884",3,57832.8092041016,177140,"L","subiculum"
"885",4,48479.7237723214,177140,"L","subiculum"
"886",5,50170.2783499053,177140,"L","subiculum"
"887",6,47684.9088378906,177140,"L","subiculum"
"888",7,39732.7513427734,177140,"L","subiculum"
"889",8,35381.2298177083,177140,"L","subiculum"
"890",9,35825.9517045455,177140,"L","subiculum"
"891",1,54479.38671875,177140,"L","SRLM"
"892",2,48096.6106770833,177140,"L","SRLM"
"893",3,48099.2863991477,177140,"L","SRLM"
"894",4,39055.1332310268,177140,"L","SRLM"
"895",5,43606.9183349609,177140,"L","SRLM"
"896",6,49443.1229383681,177140,"L","SRLM"
"897",7,46944.357797476,177140,"L","SRLM"
"898",8,39232.9489889706,177140,"L","SRLM"
"899",9,30938.8201316551,177140,"L","SRLM"
"900",10,29329.5847800926,177140,"L","SRLM"
"901",11,27166.074798584,177140,"L","SRLM"
"902",12,27685.165625,177140,"L","SRLM"
"903",13,21005.8955078125,177140,"L","SRLM"
"904",1,35959.5149356618,177140,"R","CA1"
"905",2,36681.0889423077,177140,"R","CA1"
"906",3,37608.8626302083,177140,"R","CA1"
"907",4,41836.110555013,177140,"R","CA1"
"908",5,38843.5701462766,177140,"R","CA1"
"909",6,39269.1071246603,177140,"R","CA1"
"910",7,47929.1573057432,177140,"R","CA1"
"911",8,42510.2857259115,177140,"R","CA1"
"912",9,42125.4419921875,177140,"R","CA1"
"913",10,44619.2942243304,177140,"R","CA1"
"914",11,53935.5717075893,177140,"R","CA1"
"915",12,63187.3243689904,177140,"R","CA1"
"916",13,60239.253125,177140,"R","CA1"
"917",1,32238.035390625,177140,"R","CA4DG"
"918",2,42323.2560825893,177140,"R","CA4DG"
"919",3,39469.3679129464,177140,"R","CA4DG"
"920",4,38834.1802734375,177140,"R","CA4DG"
"921",5,53586.2780412946,177140,"R","CA4DG"
"922",6,54171.07421875,177140,"R","CA4DG"
"923",7,40009.6007254464,177140,"R","CA4DG"
"924",8,46127.833984375,177140,"R","CA4DG"
"925",1,25270.513671875,177140,"R","CA2CA3"
"926",2,48541.5673828125,177140,"R","CA2CA3"
"927",3,37275.8061311141,177140,"R","CA2CA3"
"928",4,33461.1080979567,177140,"R","CA2CA3"
"929",5,34497.40234375,177140,"R","CA2CA3"
"930",6,40835.2938565341,177140,"R","CA2CA3"
"931",7,46640.392578125,177140,"R","CA2CA3"
"932",8,51455.80078125,177140,"R","CA2CA3"
"933",9,33564.2173549107,177140,"R","CA2CA3"
"934",10,39233.8389246323,177140,"R","CA2CA3"
"935",11,42216.8872395833,177140,"R","CA2CA3"
"936",12,59938.6393821023,177140,"R","CA2CA3"
"937",13,73437.115234375,177140,"R","CA2CA3"
"938",1,29716.8515625,177140,"R","subiculum"
"939",2,26716.1767578125,177140,"R","subiculum"
"940",3,31947.7533365885,177140,"R","subiculum"
"941",4,41098.5888671875,177140,"R","subiculum"
"942",5,43103.0546875,177140,"R","subiculum"
"943",6,41737.3659489329,177140,"R","subiculum"
"944",7,46836.639078776,177140,"R","subiculum"
"945",8,54667.8374794408,177140,"R","subiculum"
"946",9,68535.3352864583,177140,"R","subiculum"
"947",10,73613.142578125,177140,"R","subiculum"
"948",1,33492.6276041667,177140,"R","SRLM"
"949",2,33814.3907433712,177140,"R","SRLM"
"950",3,42336.8577880859,177140,"R","SRLM"
"951",4,39957.9311365927,177140,"R","SRLM"
"952",5,39109.0076032366,177140,"R","SRLM"
"953",6,42375.0011160714,177140,"R","SRLM"
"954",7,51617.1485460069,177140,"R","SRLM"
"955",8,47440.4096137153,177140,"R","SRLM"
"956",9,46658.8796657986,177140,"R","SRLM"
"957",10,50176.1302584135,177140,"R","SRLM"
"958",11,64298.825,177140,"R","SRLM"
"959",1,78325.3798828125,180533,"L","CA1"
"960",2,46237.8984375,180533,"L","CA1"
"961",3,36416.46015625,180533,"L","CA1"
"962",4,26513.7679966518,180533,"L","CA1"
"963",5,25290.7266773897,180533,"L","CA1"
"964",6,24443.0191865809,180533,"L","CA1"
"965",7,29415.7664473684,180533,"L","CA1"
"966",8,26529.182047526,180533,"L","CA1"
"967",9,28110.7463378906,180533,"L","CA1"
"968",10,27954.4148543074,180533,"L","CA1"
"969",11,25028.6164407169,180533,"L","CA1"
"970",12,23666.4762268066,180533,"L","CA1"
"971",13,26606.7494419643,180533,"L","CA1"
"972",1,29621.904296875,180533,"L","CA4DG"
"973",2,36156.935546875,180533,"L","CA4DG"
"974",3,45212.9440104167,180533,"L","CA4DG"
"975",4,64009.2477678571,180533,"L","CA4DG"
"976",5,57676.9751953125,180533,"L","CA4DG"
"977",6,46729.0240885417,180533,"L","CA4DG"
"978",7,35036.6287434896,180533,"L","CA4DG"
"979",8,48090.4927455357,180533,"L","CA4DG"
"980",9,33247.502875434,180533,"L","CA4DG"
"981",10,21851.596875,180533,"L","CA4DG"
"982",1,30005.35625,180533,"L","CA2CA3"
"983",2,24962.141796875,180533,"L","CA2CA3"
"984",3,25896.9173177083,180533,"L","CA2CA3"
"985",4,22288.59609375,180533,"L","CA2CA3"
"986",5,26135.2822265625,180533,"L","CA2CA3"
"987",6,30524.17578125,180533,"L","CA2CA3"
"988",7,31822.2600740132,180533,"L","CA2CA3"
"989",8,32993.4945746528,180533,"L","CA2CA3"
"990",9,39769.748203125,180533,"L","CA2CA3"
"991",10,37402.6298828125,180533,"L","CA2CA3"
"992",11,38448.3658558239,180533,"L","CA2CA3"
"993",12,34953.1966145833,180533,"L","CA2CA3"
"994",13,32072.45234375,180533,"L","CA2CA3"
"995",1,27504.09375,180533,"L","subiculum"
"996",2,31367.4221191406,180533,"L","subiculum"
"997",3,41752.9476318359,180533,"L","subiculum"
"998",4,42901.331587358,180533,"L","subiculum"
"999",5,35262.42578125,180533,"L","subiculum"
"1000",6,41012.2913682726,180533,"L","subiculum"
"1001",7,40926.9431226326,180533,"L","subiculum"
"1002",8,31395.0844089674,180533,"L","subiculum"
"1003",9,27424.6471354167,180533,"L","subiculum"
"1004",1,31726.47265625,180533,"L","SRLM"
"1005",2,39215.3334960938,180533,"L","SRLM"
"1006",3,43279.0334201389,180533,"L","SRLM"
"1007",4,42342.5768229167,180533,"L","SRLM"
"1008",5,34907.6189236111,180533,"L","SRLM"
"1009",6,32324.473100142,180533,"L","SRLM"
"1010",7,35427.541422526,180533,"L","SRLM"
"1011",8,34830.4395345052,180533,"L","SRLM"
"1012",9,29757.8229417067,180533,"L","SRLM"
"1013",10,30422.99484375,180533,"L","SRLM"
"1014",11,25513.3447690217,180533,"L","SRLM"
"1015",12,24938.7697482639,180533,"L","SRLM"
"1016",1,28337.8366350446,180533,"R","CA1"
"1017",2,28609.5607638889,180533,"R","CA1"
"1018",3,31313.982473273,180533,"R","CA1"
"1019",4,31837.3038300305,180533,"R","CA1"
"1020",5,28144.0361578526,180533,"R","CA1"
"1021",6,26523.066852072,180533,"R","CA1"
"1022",7,27887.2229658918,180533,"R","CA1"
"1023",8,27708.9546549479,180533,"R","CA1"
"1024",9,33255.5696614583,180533,"R","CA1"
"1025",10,36033.5048076923,180533,"R","CA1"
"1026",11,38520.4759615385,180533,"R","CA1"
"1027",12,35828.9625355114,180533,"R","CA1"
"1028",13,30317.4721679688,180533,"R","CA1"
"1029",1,28725.0129616477,180533,"R","CA4DG"
"1030",2,30742.482421875,180533,"R","CA4DG"
"1031",3,34540.6261488971,180533,"R","CA4DG"
"1032",4,36349.3266858553,180533,"R","CA4DG"
"1033",5,40457.5234375,180533,"R","CA4DG"
"1034",6,42965.9014559659,180533,"R","CA4DG"
"1035",7,41942.4963727679,180533,"R","CA4DG"
"1036",1,20072.65234375,180533,"R","CA2CA3"
"1037",2,27882.6575520833,180533,"R","CA2CA3"
"1038",3,28988.4404296875,180533,"R","CA2CA3"
"1039",4,31739.6275634766,180533,"R","CA2CA3"
"1040",5,36776.6379825368,180533,"R","CA2CA3"
"1041",6,53171.3936298077,180533,"R","CA2CA3"
"1042",7,58387.0697265625,180533,"R","CA2CA3"
"1043",8,49466.3330078125,180533,"R","CA2CA3"
"1044",9,40307.5993088942,180533,"R","CA2CA3"
"1045",10,39903.8561662946,180533,"R","CA2CA3"
"1046",11,40497.5209517045,180533,"R","CA2CA3"
"1047",12,38711.4996744792,180533,"R","CA2CA3"
"1048",1,26193.0934709821,180533,"R","subiculum"
"1049",2,30109.1981847426,180533,"R","subiculum"
"1050",3,43484.4118652344,180533,"R","subiculum"
"1051",4,51705.4790581597,180533,"R","subiculum"
"1052",5,46879.5253348214,180533,"R","subiculum"
"1053",6,40235.4837239583,180533,"R","subiculum"
"1054",7,39574.0054481908,180533,"R","subiculum"
"1055",8,38689.5980902778,180533,"R","subiculum"
"1056",9,27590.8056640625,180533,"R","subiculum"
"1057",1,25299.458984375,180533,"R","SRLM"
"1058",2,27578.6120211694,180533,"R","SRLM"
"1059",3,31988.8410326087,180533,"R","SRLM"
"1060",4,32161.9200565733,180533,"R","SRLM"
"1061",5,31496.4576822917,180533,"R","SRLM"
"1062",6,31860.482421875,180533,"R","SRLM"
"1063",7,36550.800625,180533,"R","SRLM"
"1064",8,43064.3397216797,180533,"R","SRLM"
"1065",9,37205.5376838235,180533,"R","SRLM"
"1066",10,41037.9231770833,180533,"R","SRLM"
"1067",11,34630.7790798611,180533,"R","SRLM"
"1068",12,53449.5859375,180533,"R","SRLM"
"1069",1,52824.158203125,193845,"L","CA1"
"1070",2,44110.6574707031,193845,"L","CA1"
"1071",3,41874.3310546875,193845,"L","CA1"
"1072",4,38834.5505859375,193845,"L","CA1"
"1073",5,37023.2595052083,193845,"L","CA1"
"1074",6,35687.6638671875,193845,"L","CA1"
"1075",7,33394.6529947917,193845,"L","CA1"
"1076",8,30915.2843656994,193845,"L","CA1"
"1077",9,31224.7274255087,193845,"L","CA1"
"1078",10,28939.8368210565,193845,"L","CA1"
"1079",11,26926.7364073057,193845,"L","CA1"
"1080",12,29871.1609272204,193845,"L","CA1"
"1081",13,30444.6790660511,193845,"L","CA1"
"1082",1,26331.267578125,193845,"L","CA4DG"
"1083",2,40281.1923828125,193845,"L","CA4DG"
"1084",3,31507.9045758929,193845,"L","CA4DG"
"1085",4,38580.48828125,193845,"L","CA4DG"
"1086",5,42132.94921875,193845,"L","CA4DG"
"1087",6,39382.8768643466,193845,"L","CA4DG"
"1088",7,31327.9393066406,193845,"L","CA4DG"
"1089",8,28273.2061197917,193845,"L","CA4DG"
"1090",1,65617.53125,193845,"L","CA2CA3"
"1091",2,56059.1328125,193845,"L","CA2CA3"
"1092",3,47176.3904079861,193845,"L","CA2CA3"
"1093",4,42970.4220252404,193845,"L","CA2CA3"
"1094",5,41251.2421875,193845,"L","CA2CA3"
"1095",6,37269.9040798611,193845,"L","CA2CA3"
"1096",7,37780.9563337054,193845,"L","CA2CA3"
"1097",8,38129.9956054688,193845,"L","CA2CA3"
"1098",9,38272.1567150298,193845,"L","CA2CA3"
"1099",10,38968.0280412946,193845,"L","CA2CA3"
"1100",11,33704.677641369,193845,"L","CA2CA3"
"1101",12,30693.8747209821,193845,"L","CA2CA3"
