"","slice","avgAC","subj","hemi","roi"
"1102",1,44477.61328125,193845,"L","subiculum"
"1103",2,42767.0388454861,193845,"L","subiculum"
"1104",3,45115.2080078125,193845,"L","subiculum"
"1105",4,42511.3210767663,193845,"L","subiculum"
"1106",5,39326.2508820565,193845,"L","subiculum"
"1107",6,33248.178515625,193845,"L","subiculum"
"1108",7,35838.9346168155,193845,"L","subiculum"
"1109",8,36608.8744255515,193845,"L","subiculum"
"1110",9,37998.91015625,193845,"L","subiculum"
"1111",1,31001.9809570312,193845,"L","SRLM"
"1112",2,42307.1290838068,193845,"L","SRLM"
"1113",3,33623.0450994318,193845,"L","SRLM"
"1114",4,33286.0166666667,193845,"L","SRLM"
"1115",5,33270.4221354167,193845,"L","SRLM"
"1116",6,39217.1729029605,193845,"L","SRLM"
"1117",7,36976.8844866071,193845,"L","SRLM"
"1118",8,35857.0822916667,193845,"L","SRLM"
"1119",9,33324.0655924479,193845,"L","SRLM"
"1120",10,28144.828125,193845,"L","SRLM"
"1121",11,27841.1753566576,193845,"L","SRLM"
"1122",1,33537.3977179276,193845,"R","CA1"
"1123",2,35022.9115451389,193845,"R","CA1"
"1124",3,34985.1268973214,193845,"R","CA1"
"1125",4,38061.7390008224,193845,"R","CA1"
"1126",5,41485.1806640625,193845,"R","CA1"
"1127",6,41032.3405412946,193845,"R","CA1"
"1128",7,42886.3878528226,193845,"R","CA1"
"1129",8,34872.3982514881,193845,"R","CA1"
"1130",9,32199.9183134191,193845,"R","CA1"
"1131",10,39327.9659288194,193845,"R","CA1"
"1132",11,43395.5227864583,193845,"R","CA1"
"1133",12,51370.22265625,193845,"R","CA1"
"1134",13,42159.9302455357,193845,"R","CA1"
"1135",14,39396.15234375,193845,"R","CA1"
"1136",1,27230.974609375,193845,"R","CA4DG"
"1137",2,37084.1359592014,193845,"R","CA4DG"
"1138",3,44767.4108072917,193845,"R","CA4DG"
"1139",4,44076.7314967105,193845,"R","CA4DG"
"1140",5,44860.9527994792,193845,"R","CA4DG"
"1141",6,53475.9373046875,193845,"R","CA4DG"
"1142",7,51394.6328125,193845,"R","CA4DG"
"1143",8,52450.869140625,193845,"R","CA4DG"
"1144",9,66483.84375,193845,"R","CA4DG"
"1145",1,33096.619140625,193845,"R","CA2CA3"
"1146",2,31872.3955965909,193845,"R","CA2CA3"
"1147",3,34673.6829101562,193845,"R","CA2CA3"
"1148",4,41385.4741443452,193845,"R","CA2CA3"
"1149",5,44465.6451322115,193845,"R","CA2CA3"
"1150",6,48706.0635850694,193845,"R","CA2CA3"
"1151",7,45251.9422940341,193845,"R","CA2CA3"
"1152",8,48456.9326171875,193845,"R","CA2CA3"
"1153",9,50697.9858774038,193845,"R","CA2CA3"
"1154",10,52759.8014914773,193845,"R","CA2CA3"
"1155",11,43001.611328125,193845,"R","CA2CA3"
"1156",12,39454.771484375,193845,"R","CA2CA3"
"1157",13,29441.46484375,193845,"R","CA2CA3"
"1158",1,37212.0083984375,193845,"R","subiculum"
"1159",2,48945.6150173611,193845,"R","subiculum"
"1160",3,45719.8045528017,193845,"R","subiculum"
"1161",4,42586.2406901042,193845,"R","subiculum"
"1162",5,55972.2321986607,193845,"R","subiculum"
"1163",6,43828.1504882813,193845,"R","subiculum"
"1164",7,57808.7866981908,193845,"R","subiculum"
"1165",8,62382.4333333333,193845,"R","subiculum"
"1166",9,56654.9345703125,193845,"R","subiculum"
"1167",1,33417.3146306818,193845,"R","SRLM"
"1168",2,33583.6833984375,193845,"R","SRLM"
"1169",3,40489.2369495739,193845,"R","SRLM"
"1170",4,45650.8754882812,193845,"R","SRLM"
"1171",5,41051.2784476902,193845,"R","SRLM"
"1172",6,40431.3387276786,193845,"R","SRLM"
"1173",7,44405.9090169271,193845,"R","SRLM"
"1174",8,44892.8173253677,193845,"R","SRLM"
"1175",9,44353.9858072917,193845,"R","SRLM"
"1176",10,46978.6086237981,193845,"R","SRLM"
"1177",11,56857.1120605469,193845,"R","SRLM"
"1178",12,63926.13671875,193845,"R","SRLM"
"1179",1,35316.86328125,360030,"L","CA1"
"1180",2,33759.52734375,360030,"L","CA1"
"1181",3,40981.1263020833,360030,"L","CA1"
"1182",4,64152.3969029018,360030,"L","CA1"
"1183",5,46039.8592601103,360030,"L","CA1"
"1184",6,38467.828515625,360030,"L","CA1"
"1185",7,35653.1808182566,360030,"L","CA1"
"1186",8,33062.6199396307,360030,"L","CA1"
"1187",9,28995.0212751116,360030,"L","CA1"
"1188",10,26520.1383622332,360030,"L","CA1"
"1189",11,26540.537109375,360030,"L","CA1"
"1190",12,31024.9051106771,360030,"L","CA1"
"1191",13,31887.3236276727,360030,"L","CA1"
"1192",14,29630.2286750638,360030,"L","CA1"
"1193",15,24136.87046875,360030,"L","CA1"
"1194",1,43561.49609375,360030,"L","CA4DG"
"1195",2,45842.4345703125,360030,"L","CA4DG"
"1196",3,29118.2767578125,360030,"L","CA4DG"
"1197",4,34646.1471354167,360030,"L","CA4DG"
"1198",5,37422.2578125,360030,"L","CA4DG"
"1199",6,42789.1053602431,360030,"L","CA4DG"
"1200",7,30545.935990767,360030,"L","CA4DG"
"1201",8,28779.0139160156,360030,"L","CA4DG"
"1202",9,27025.3101283482,360030,"L","CA4DG"
"1203",1,79091.2265625,360030,"L","CA2CA3"
"1204",2,34834.1158854167,360030,"L","CA2CA3"
"1205",3,40141.9205729167,360030,"L","CA2CA3"
"1206",4,44440.7135416667,360030,"L","CA2CA3"
"1207",5,49226.5237926136,360030,"L","CA2CA3"
"1208",6,36467.8875558036,360030,"L","CA2CA3"
"1209",7,34317.1170099432,360030,"L","CA2CA3"
"1210",8,32910.5125,360030,"L","CA2CA3"
"1211",9,37100.7595052083,360030,"L","CA2CA3"
"1212",10,41060.91015625,360030,"L","CA2CA3"
"1213",11,35736.47328125,360030,"L","CA2CA3"
"1214",12,31091.8661063058,360030,"L","CA2CA3"
"1215",13,30776.7160866477,360030,"L","CA2CA3"
"1216",14,30202.4001116071,360030,"L","CA2CA3"
"1217",1,44456.616796875,360030,"L","subiculum"
"1218",2,40594.7575041118,360030,"L","subiculum"
"1219",3,45186.9603515625,360030,"L","subiculum"
"1220",4,43245.1652960526,360030,"L","subiculum"
"1221",5,38000.685546875,360030,"L","subiculum"
"1222",6,34561.622000558,360030,"L","subiculum"
"1223",7,33050.7425426136,360030,"L","subiculum"
"1224",8,29213.7185639881,360030,"L","subiculum"
"1225",9,29037.412109375,360030,"L","subiculum"
"1226",1,61349.23828125,360030,"L","SRLM"
"1227",2,57407.2669270833,360030,"L","SRLM"
"1228",3,77448.4475446429,360030,"L","SRLM"
"1229",4,70422.7633463542,360030,"L","SRLM"
"1230",5,32667.8742675781,360030,"L","SRLM"
"1231",6,33581.421484375,360030,"L","SRLM"
"1232",7,32099.9138671875,360030,"L","SRLM"
"1233",8,37078.18828125,360030,"L","SRLM"
"1234",9,32973.7696707589,360030,"L","SRLM"
"1235",10,29332.7334735577,360030,"L","SRLM"
"1236",11,29815.0442940848,360030,"L","SRLM"
"1237",12,28495.0439768145,360030,"L","SRLM"
"1238",13,25827.0381944444,360030,"L","SRLM"
"1239",1,28045.6227213542,360030,"R","CA1"
"1240",2,30158.9982739826,360030,"R","CA1"
"1241",3,30477.8865388569,360030,"R","CA1"
"1242",4,35523.6150483631,360030,"R","CA1"
"1243",5,36089.5963700457,360030,"R","CA1"
"1244",6,32740.0775057165,360030,"R","CA1"
"1245",7,39013.0865693934,360030,"R","CA1"
"1246",8,40703.820703125,360030,"R","CA1"
"1247",9,35071.00390625,360030,"R","CA1"
"1248",10,36556.0192057292,360030,"R","CA1"
"1249",11,48310.3787667411,360030,"R","CA1"
"1250",12,47923.8125,360030,"R","CA1"
"1251",13,41261.3362165179,360030,"R","CA1"
"1252",14,45393.4147135417,360030,"R","CA1"
"1253",15,71669.2724609375,360030,"R","CA1"
"1254",1,33949.5836588542,360030,"R","CA4DG"
"1255",2,35870.9724014946,360030,"R","CA4DG"
"1256",3,33282.1602957589,360030,"R","CA4DG"
"1257",4,39203.9923967634,360030,"R","CA4DG"
"1258",5,43392.7150493421,360030,"R","CA4DG"
"1259",6,41960.5408653846,360030,"R","CA4DG"
"1260",7,40811.2067871094,360030,"R","CA4DG"
"1261",8,45711.3544921875,360030,"R","CA4DG"
"1262",9,49624.455078125,360030,"R","CA4DG"
"1263",10,22803.2890625,360030,"R","CA4DG"
"1264",1,32858.8193359375,360030,"R","CA2CA3"
"1265",2,35752.3484375,360030,"R","CA2CA3"
"1266",3,30794.6669456845,360030,"R","CA2CA3"
"1267",4,42502.0819335937,360030,"R","CA2CA3"
"1268",5,49162.8874162946,360030,"R","CA2CA3"
"1269",6,54328.8046875,360030,"R","CA2CA3"
"1270",7,49405.9765625,360030,"R","CA2CA3"
"1271",8,44589.7983398438,360030,"R","CA2CA3"
"1272",9,52566.4104567308,360030,"R","CA2CA3"
"1273",10,50989.6354980469,360030,"R","CA2CA3"
"1274",11,34997.3696289062,360030,"R","CA2CA3"
"1275",12,36415.12265625,360030,"R","CA2CA3"
"1276",13,38096.0817057292,360030,"R","CA2CA3"
"1277",14,41024.9342447917,360030,"R","CA2CA3"
"1278",15,49197.802734375,360030,"R","CA2CA3"
"1279",1,26635.2998046875,360030,"R","subiculum"
"1280",2,30763.5418836806,360030,"R","subiculum"
"1281",3,39568.8606305804,360030,"R","subiculum"
"1282",4,42085.0923295455,360030,"R","subiculum"
"1283",5,51866.5305765086,360030,"R","subiculum"
"1284",6,47008.9549005682,360030,"R","subiculum"
"1285",7,62455.1650390625,360030,"R","subiculum"
"1286",8,57242.5655184659,360030,"R","subiculum"
"1287",9,64083.01484375,360030,"R","subiculum"
"1288",1,29363.2378305288,360030,"R","SRLM"
"1289",2,32766.0317826705,360030,"R","SRLM"
"1290",3,35016.039296875,360030,"R","SRLM"
"1291",4,34083.0935872396,360030,"R","SRLM"
"1292",5,35809.58203125,360030,"R","SRLM"
"1293",6,38282.4137137277,360030,"R","SRLM"
"1294",7,35002.4777715774,360030,"R","SRLM"
"1295",8,40502.5632642663,360030,"R","SRLM"
"1296",9,48792.0242417279,360030,"R","SRLM"
"1297",10,69803.991015625,360030,"R","SRLM"
"1298",11,96889.1790364583,360030,"R","SRLM"
"1299",12,44780.8095703125,360030,"R","SRLM"
"1300",13,32475.86328125,360030,"R","SRLM"
"1301",1,62336.140625,385046,"L","CA1"
"1302",2,50820.0390625,385046,"L","CA1"
"1303",3,46261.5095486111,385046,"L","CA1"
"1304",4,45300.115234375,385046,"L","CA1"
"1305",5,50620.5511067708,385046,"L","CA1"
"1306",6,52511.6782602163,385046,"L","CA1"
"1307",7,48196.8077362805,385046,"L","CA1"
"1308",8,48371.0269965278,385046,"L","CA1"
"1309",9,47214.1177734375,385046,"L","CA1"
"1310",10,49643.6723632812,385046,"L","CA1"
"1311",11,50497.1076239224,385046,"L","CA1"
"1312",12,48794.7435709635,385046,"L","CA1"
"1313",13,48425.21796875,385046,"L","CA1"
"1314",1,96969.9609375,385046,"L","CA4DG"
"1315",2,61811.4404296875,385046,"L","CA4DG"
"1316",3,37731.9267578125,385046,"L","CA4DG"
"1317",4,45546.3459472656,385046,"L","CA4DG"
"1318",5,52421.0814732143,385046,"L","CA4DG"
"1319",6,56188.3161764706,385046,"L","CA4DG"
"1320",7,54518.5868055556,385046,"L","CA4DG"
"1321",8,52429.4858398438,385046,"L","CA4DG"
"1322",9,49696.654296875,385046,"L","CA4DG"
"1323",1,47881.8430989583,385046,"L","CA2CA3"
"1324",2,62322.2515625,385046,"L","CA2CA3"
"1325",3,54237.0864955357,385046,"L","CA2CA3"
"1326",4,44961.6700721154,385046,"L","CA2CA3"
"1327",5,42853.6875,385046,"L","CA2CA3"
"1328",6,43913.2291666667,385046,"L","CA2CA3"
"1329",7,50987.0576822917,385046,"L","CA2CA3"
"1330",8,58022.9301757812,385046,"L","CA2CA3"
"1331",9,61304.6695033482,385046,"L","CA2CA3"
"1332",10,57097.4838654891,385046,"L","CA2CA3"
"1333",11,55157.3715820312,385046,"L","CA2CA3"
"1334",12,51126.4170809659,385046,"L","CA2CA3"
"1335",1,37273.41015625,385046,"L","subiculum"
"1336",2,69490.9467075893,385046,"L","subiculum"
"1337",3,58902.0533854167,385046,"L","subiculum"
"1338",4,55404.9680175781,385046,"L","subiculum"
"1339",5,48513.2259880515,385046,"L","subiculum"
"1340",6,48772.6389160156,385046,"L","subiculum"
"1341",7,44168.2825863487,385046,"L","subiculum"
"1342",8,35117.31640625,385046,"L","subiculum"
"1343",1,50230.5144042969,385046,"L","SRLM"
"1344",2,48428.2537109375,385046,"L","SRLM"
"1345",3,39314.7130126953,385046,"L","SRLM"
"1346",4,38209.2484130859,385046,"L","SRLM"
"1347",5,42293.8264973958,385046,"L","SRLM"
"1348",6,50476.3260416667,385046,"L","SRLM"
"1349",7,52880.2287248884,385046,"L","SRLM"
"1350",8,49072.8798828125,385046,"L","SRLM"
"1351",9,49056.4419642857,385046,"L","SRLM"
"1352",10,46543.0963245739,385046,"L","SRLM"
"1353",11,50072.9453125,385046,"L","SRLM"
"1354",1,48735.1119791667,385046,"R","CA1"
"1355",2,44890.1097366898,385046,"R","CA1"
"1356",3,45345.2603934152,385046,"R","CA1"
"1357",4,46044.8803571429,385046,"R","CA1"
"1358",5,53534.2104724702,385046,"R","CA1"
"1359",6,56648.7372581845,385046,"R","CA1"
"1360",7,51414.4978885135,385046,"R","CA1"
"1361",8,45824.75359375,385046,"R","CA1"
"1362",9,38995.8653231534,385046,"R","CA1"
"1363",10,45302.46640625,385046,"R","CA1"
"1364",11,50209.9776278409,385046,"R","CA1"
"1365",12,49496.5063920455,385046,"R","CA1"
"1366",13,53456.205078125,385046,"R","CA1"
"1367",1,46859.7799479167,385046,"R","CA4DG"
"1368",2,49293.5144761029,385046,"R","CA4DG"
"1369",3,54386.55984375,385046,"R","CA4DG"
"1370",4,55013.5289963942,385046,"R","CA4DG"
"1371",5,50770.2065429688,385046,"R","CA4DG"
"1372",6,45473.630859375,385046,"R","CA4DG"
"1373",7,47306.4695870536,385046,"R","CA4DG"
"1374",8,41622.345703125,385046,"R","CA4DG"
"1375",9,51251.84765625,385046,"R","CA4DG"
"1376",1,45406.7200520833,385046,"R","CA2CA3"
"1377",2,49711.6138020833,385046,"R","CA2CA3"
"1378",3,49397.3963815789,385046,"R","CA2CA3"
"1379",4,55442.4150965073,385046,"R","CA2CA3"
"1380",5,59473.3473557692,385046,"R","CA2CA3"
"1381",6,55556.0286458333,385046,"R","CA2CA3"
"1382",7,57052.72578125,385046,"R","CA2CA3"
"1383",8,48423.60546875,385046,"R","CA2CA3"
"1384",9,42182.648828125,385046,"R","CA2CA3"
"1385",10,48319.8735351562,385046,"R","CA2CA3"
"1386",11,52286.45390625,385046,"R","CA2CA3"
"1387",12,52927.95625,385046,"R","CA2CA3"
"1388",1,87895.701171875,385046,"R","subiculum"
"1389",2,54630.8890165441,385046,"R","subiculum"
"1390",3,49983.5249255952,385046,"R","subiculum"
"1391",4,58478.8482232863,385046,"R","subiculum"
"1392",5,60009.8011507601,385046,"R","subiculum"
"1393",6,52322.3130095109,385046,"R","subiculum"
"1394",7,59304.2482910156,385046,"R","subiculum"
"1395",8,51319.265625,385046,"R","subiculum"
"1396",1,27157.689453125,385046,"R","SRLM"
"1397",2,46135.6720610119,385046,"R","SRLM"
"1398",3,47099.24921875,385046,"R","SRLM"
"1399",4,52495.3032438859,385046,"R","SRLM"
"1400",5,59328.1820068359,385046,"R","SRLM"
"1401",6,55990.0869791667,385046,"R","SRLM"
"1402",7,46493.562406994,385046,"R","SRLM"
"1403",8,49832.1480712891,385046,"R","SRLM"
"1404",9,52910.4577636719,385046,"R","SRLM"
"1405",10,49258.0134943182,385046,"R","SRLM"
"1406",11,52377.8235677083,385046,"R","SRLM"
"1407",1,68855.5390625,401422,"L","CA1"
"1408",2,45799.8701171875,401422,"L","CA1"
"1409",3,37750.1743607955,401422,"L","CA1"
"1410",4,45954.1701516544,401422,"L","CA1"
"1411",5,39443.290625,401422,"L","CA1"
"1412",6,49685.712109375,401422,"L","CA1"
"1413",7,43100.0830078125,401422,"L","CA1"
"1414",8,37345.7419317336,401422,"L","CA1"
"1415",9,42088.4778988487,401422,"L","CA1"
"1416",10,36471.353515625,401422,"L","CA1"
"1417",11,32192.7911305147,401422,"L","CA1"
"1418",12,34407.4327199836,401422,"L","CA1"
"1419",13,37360.1940789474,401422,"L","CA1"
"1420",1,36784.6481933594,401422,"L","CA4DG"
"1421",2,44027.9096235795,401422,"L","CA4DG"
"1422",3,45532.8243963068,401422,"L","CA4DG"
"1423",4,38914.0638020833,401422,"L","CA4DG"
"1424",5,35201.6225873162,401422,"L","CA4DG"
"1425",6,33898.4786458333,401422,"L","CA4DG"
"1426",7,35095.297797309,401422,"L","CA4DG"
"1427",8,49349.1987304688,401422,"L","CA4DG"
"1428",1,30112.291015625,401422,"L","CA2CA3"
"1429",2,89604.8919270833,401422,"L","CA2CA3"
"1430",3,79606.28046875,401422,"L","CA2CA3"
"1431",4,57817.9970092773,401422,"L","CA2CA3"
"1432",5,45457.583984375,401422,"L","CA2CA3"
"1433",6,55221.0817057292,401422,"L","CA2CA3"
"1434",7,55356.4791666667,401422,"L","CA2CA3"
"1435",8,52142.4071180556,401422,"L","CA2CA3"
"1436",9,36385.4617919922,401422,"L","CA2CA3"
"1437",10,37941.8089192708,401422,"L","CA2CA3"
"1438",11,43613.6807617188,401422,"L","CA2CA3"
"1439",12,43421.8935546875,401422,"L","CA2CA3"
"1440",13,47173.947265625,401422,"L","CA2CA3"
"1441",1,73381.1015625,401422,"L","subiculum"
"1442",2,105106.470052083,401422,"L","subiculum"
"1443",3,70763.1083470395,401422,"L","subiculum"
"1444",4,68452.9967447917,401422,"L","subiculum"
"1445",5,58167.099609375,401422,"L","subiculum"
"1446",6,68100.957890625,401422,"L","subiculum"
"1447",7,63768.0517578125,401422,"L","subiculum"
"1448",8,55532.4820106908,401422,"L","subiculum"
"1449",9,39821.6484375,401422,"L","subiculum"
"1450",1,106332.38671875,401422,"L","SRLM"
"1451",2,42389.8314453125,401422,"L","SRLM"
"1452",3,36820.9997395833,401422,"L","SRLM"
"1453",4,40284.0182291667,401422,"L","SRLM"
"1454",5,44735.9364149306,401422,"L","SRLM"
"1455",6,56318.9458220109,401422,"L","SRLM"
"1456",7,43391.8696469907,401422,"L","SRLM"
"1457",8,34006.1244303385,401422,"L","SRLM"
"1458",9,44636.4516601562,401422,"L","SRLM"
"1459",10,35683.5389351223,401422,"L","SRLM"
"1460",11,38256.1442418981,401422,"L","SRLM"
"1461",12,35694.1943359375,401422,"L","SRLM"
"1462",1,33632.3483072917,401422,"R","CA1"
"1463",2,38645.5909365699,401422,"R","CA1"
"1464",3,35149.7035537348,401422,"R","CA1"
"1465",4,44561.7026638455,401422,"R","CA1"
"1466",5,40692.680063101,401422,"R","CA1"
"1467",6,39576.8647228423,401422,"R","CA1"
"1468",7,36802.0387721706,401422,"R","CA1"
"1469",8,38564.4895019531,401422,"R","CA1"
"1470",9,50384.4599609375,401422,"R","CA1"
"1471",10,51609.4465460526,401422,"R","CA1"
"1472",11,38106.1580078125,401422,"R","CA1"
"1473",12,57951.13125,401422,"R","CA1"
"1474",13,51014.001953125,401422,"R","CA1"
"1475",14,85524.80859375,401422,"R","CA1"
"1476",1,34824.447265625,401422,"R","CA4DG"
"1477",2,29112.0173211349,401422,"R","CA4DG"
"1478",3,32281.3056640625,401422,"R","CA4DG"
"1479",4,44722.5537109375,401422,"R","CA4DG"
"1480",5,48481.3297991071,401422,"R","CA4DG"
"1481",6,57962.8297230114,401422,"R","CA4DG"
"1482",7,65255.8818359375,401422,"R","CA4DG"
"1483",8,123642.96875,401422,"R","CA4DG"
"1484",9,58106.533203125,401422,"R","CA4DG"
"1485",1,39639.30078125,401422,"R","CA2CA3"
"1486",2,30386.8290127841,401422,"R","CA2CA3"
"1487",3,28464.776899858,401422,"R","CA2CA3"
"1488",4,32181.8371582031,401422,"R","CA2CA3"
"1489",5,45819.4647623698,401422,"R","CA2CA3"
"1490",6,44136.986328125,401422,"R","CA2CA3"
"1491",7,63723.4710286458,401422,"R","CA2CA3"
"1492",8,69422.603515625,401422,"R","CA2CA3"
"1493",9,53961.1827392578,401422,"R","CA2CA3"
"1494",10,51918.8815104167,401422,"R","CA2CA3"
"1495",11,45266.4481336806,401422,"R","CA2CA3"
"1496",12,63680.0502232143,401422,"R","CA2CA3"
"1497",13,45303.7158203125,401422,"R","CA2CA3"
"1498",14,38417.86328125,401422,"R","CA2CA3"
"1499",1,44158.1546875,401422,"R","subiculum"
"1500",2,38230.4441964286,401422,"R","subiculum"
"1501",3,45515.2700376157,401422,"R","subiculum"
"1502",4,57721.6323852539,401422,"R","subiculum"
"1503",5,46163.9581227022,401422,"R","subiculum"
"1504",6,75757.4077524038,401422,"R","subiculum"
"1505",7,89072.4106158088,401422,"R","subiculum"
"1506",8,54688.6291232639,401422,"R","subiculum"
"1507",9,47776.3828125,401422,"R","subiculum"
"1508",1,30851.0692274306,401422,"R","SRLM"
"1509",2,35865.6904907227,401422,"R","SRLM"
"1510",3,39744.5619904891,401422,"R","SRLM"
"1511",4,44180.0561328125,401422,"R","SRLM"
"1512",5,40969.207421875,401422,"R","SRLM"
"1513",6,40606.2411024306,401422,"R","SRLM"
"1514",7,37019.5837402344,401422,"R","SRLM"
"1515",8,53743.7376644737,401422,"R","SRLM"
"1516",9,55886.8191189236,401422,"R","SRLM"
"1517",10,41616.68359375,401422,"R","SRLM"
"1518",11,64789.00078125,401422,"R","SRLM"
"1519",12,71920.189453125,401422,"R","SRLM"
"1520",1,47646.53125,463040,"L","CA1"
"1521",2,39948.8828125,463040,"L","CA1"
"1522",3,28108.44921875,463040,"L","CA1"
"1523",4,26793.0809659091,463040,"L","CA1"
"1524",5,29507.8785400391,463040,"L","CA1"
"1525",6,31415.458984375,463040,"L","CA1"
"1526",7,29025.3529485887,463040,"L","CA1"
"1527",8,31614.3708147321,463040,"L","CA1"
"1528",9,30551.7134232955,463040,"L","CA1"
"1529",10,30421.3740472561,463040,"L","CA1"
"1530",11,30752.6836669922,463040,"L","CA1"
"1531",12,31352.7265625,463040,"L","CA1"
"1532",13,31350.1655910326,463040,"L","CA1"
"1533",1,33764.109375,463040,"L","CA4DG"
"1534",2,46483.0852050781,463040,"L","CA4DG"
"1535",3,33809.7105034722,463040,"L","CA4DG"
"1536",4,37107.2094726562,463040,"L","CA4DG"
"1537",5,40936.2537434896,463040,"L","CA4DG"
"1538",6,33279.1644071691,463040,"L","CA4DG"
"1539",7,28529.9850260417,463040,"L","CA4DG"
"1540",8,29068.363671875,463040,"L","CA4DG"
"1541",1,49862.78515625,463040,"L","CA2CA3"
"1542",2,40135.486328125,463040,"L","CA2CA3"
"1543",3,39017.3377604167,463040,"L","CA2CA3"
"1544",4,32992.4200520833,463040,"L","CA2CA3"
"1545",5,36037.1138822115,463040,"L","CA2CA3"
"1546",6,33283.6393229167,463040,"L","CA2CA3"
"1547",7,31317.924235026,463040,"L","CA2CA3"
"1548",8,32073.6603338068,463040,"L","CA2CA3"
"1549",9,31061.570625,463040,"L","CA2CA3"
"1550",10,33867.8215144231,463040,"L","CA2CA3"
"1551",11,34600.8688151042,463040,"L","CA2CA3"
"1552",1,71216.064453125,463040,"L","subiculum"
"1553",2,57839.40234375,463040,"L","subiculum"
"1554",3,43905.6753216912,463040,"L","subiculum"
"1555",4,38608.4798177083,463040,"L","subiculum"
"1556",5,51827.8965401786,463040,"L","subiculum"
"1557",6,43911.2671740302,463040,"L","subiculum"
"1558",7,36320.5533621652,463040,"L","subiculum"
"1559",8,34152.0830078125,463040,"L","subiculum"
"1560",9,30251.29296875,463040,"L","subiculum"
"1561",1,34079.09765625,463040,"L","SRLM"
"1562",2,38582.8272569444,463040,"L","SRLM"
"1563",3,37960.4578683036,463040,"L","SRLM"
"1564",4,38814.2578125,463040,"L","SRLM"
"1565",5,35753.4015997024,463040,"L","SRLM"
"1566",6,36597.8928653493,463040,"L","SRLM"
"1567",7,32377.4722290039,463040,"L","SRLM"
"1568",8,30319.1068359375,463040,"L","SRLM"
"1569",9,29541.5479910714,463040,"L","SRLM"
"1570",10,28758.2509765625,463040,"L","SRLM"
"1571",11,29541.7524739583,463040,"L","SRLM"
"1572",1,67945.373046875,463040,"R","CA1"
"1573",2,52916.9790219907,463040,"R","CA1"
"1574",3,55788.2095013787,463040,"R","CA1"
"1575",4,57648.0381610577,463040,"R","CA1"
"1576",5,49939.1690290179,463040,"R","CA1"
"1577",6,50563.5039538872,463040,"R","CA1"
"1578",7,49947.6586914062,463040,"R","CA1"
"1579",8,48833.3585069444,463040,"R","CA1"
"1580",9,46316.8675655242,463040,"R","CA1"
"1581",10,42661.6752232143,463040,"R","CA1"
"1582",11,40011.8815789474,463040,"R","CA1"
"1583",12,37625.3176618304,463040,"R","CA1"
"1584",13,40945.8589564732,463040,"R","CA1"
"1585",14,114379.102120536,463040,"R","CA1"
"1586",1,39083.2248535156,463040,"R","CA4DG"
"1587",2,42523.4715523098,463040,"R","CA4DG"
"1588",3,41390.79171875,463040,"R","CA4DG"
"1589",4,43160.5319733796,463040,"R","CA4DG"
"1590",5,51537.6724330357,463040,"R","CA4DG"
"1591",6,52043.9852430556,463040,"R","CA4DG"
"1592",7,53180.9526367188,463040,"R","CA4DG"
"1593",8,55967.2705078125,463040,"R","CA4DG"
"1594",9,65083.171875,463040,"R","CA4DG"
"1595",1,42838.859375,463040,"R","CA2CA3"
"1596",2,36322.7073317308,463040,"R","CA2CA3"
"1597",3,38870.1454190341,463040,"R","CA2CA3"
"1598",4,43287.2933799342,463040,"R","CA2CA3"
"1599",5,45557.4066685268,463040,"R","CA2CA3"
"1600",6,43470.4974609375,463040,"R","CA2CA3"
"1601",7,47282.45234375,463040,"R","CA2CA3"
"1602",8,47697.4046875,463040,"R","CA2CA3"
"1603",9,40927.9509765625,463040,"R","CA2CA3"
"1604",10,41232.3579101562,463040,"R","CA2CA3"
"1605",11,42166.15390625,463040,"R","CA2CA3"
"1606",12,33308.9462890625,463040,"R","CA2CA3"
"1607",1,29440.435546875,463040,"R","subiculum"
"1608",2,30587.6881009615,463040,"R","subiculum"
"1609",3,40433.9861225329,463040,"R","subiculum"
"1610",4,49297.4420992944,463040,"R","subiculum"
"1611",5,48104.275481468,463040,"R","subiculum"
"1612",6,47294.9447544643,463040,"R","subiculum"
"1613",7,45511.1014775815,463040,"R","subiculum"
"1614",8,54695.0208007812,463040,"R","subiculum"
"1615",9,95244.669921875,463040,"R","subiculum"
"1616",10,128230.7265625,463040,"R","subiculum"
"1617",1,46867.3110677083,463040,"R","SRLM"
"1618",2,51977.98828125,463040,"R","SRLM"
"1619",3,52802.5057779948,463040,"R","SRLM"
"1620",4,48554.1964465726,463040,"R","SRLM"
"1621",5,46916.7901692708,463040,"R","SRLM"
"1622",6,47876.5673253677,463040,"R","SRLM"
"1623",7,55876.6780273437,463040,"R","SRLM"
"1624",8,63451.2825520833,463040,"R","SRLM"
"1625",9,58583.9985351562,463040,"R","SRLM"
"1626",10,55755.6235351562,463040,"R","SRLM"
"1627",11,53170.7828125,463040,"R","SRLM"
"1628",12,68909.0833333333,463040,"R","SRLM"
"1629",1,54708.0044642857,550439,"L","CA1"
"1630",2,61845.0333806818,550439,"L","CA1"
"1631",3,75266.3392427885,550439,"L","CA1"
"1632",4,88455.5104549632,550439,"L","CA1"
"1633",5,74846.7168945312,550439,"L","CA1"
"1634",6,66737.0766813859,550439,"L","CA1"
"1635",7,85873.6417043586,550439,"L","CA1"
"1636",8,61553.1865748355,550439,"L","CA1"
"1637",9,56356.9035823171,550439,"L","CA1"
